9991513,4047464,40514,3168199
9991522,2360358,24020,1881083
9991529,1028135,21420,808267
9991563,1486568,175593,906196
9991566,994187,219103,487292
9991578,388414,162431,193612
9991635,4053166,317056,2627750
9991636,1384821,339806,664953
9991637,538141,7783,418823
9991638,458309,13369,362023
9991639,796011,88806,499716
9991648,3693618,96930,2849940
9991652,109287,49749,32944
9991653,474332,8462,375590
9991655,1363200,13960,1075550
9991656,1552241,33047,1203875
9991657,826747,10129,650178
9991658,2215060,24066,1750745
9991663,1191251,15097,933275
9991666,2366585,89804,1844292
9991668,6050639,410057,4054787
9991673,1236259,26368,936930
9991683,470402,292639,171844
9991684,1762187,17680,1391985
9991687,114011,1712,88548
9991705,1812952,235567,1069952
9991707,3548111,46080,2763576
9991712,2164718,32103,1703922
9991723,2127577,21325,1673453
9991731,792889,8891,625993
9991738,1581621,16415,1243566
9991740,2149934,27445,1660484
9991741,446657,176852,118741
9991748,1457487,15846,1126348
9991752,2162243,38402,1704281
9991757,3521,2423,2540
9991762,1969107,21352,1531195
9991763,1026548,124889,629372
9991767,1073494,128352,657510
9991772,313351,14852,237773
9991825,1585123,16357,1244385
9991831,1843732,25894,1424955
9991838,6060831,2482883,4002098
9991843,1578391,211175,892688
9991844,2341490,22252,1841672
9991848,8233181,212638,6453825
9991868,1415043,14199,1084319
9991877,1954466,22658,1537878
9991881,742123,13739,583431
9991890,702089,10047,551649
9991900,4378240,411707,2789660
9991901,3324526,34898,2582887
9991907,2519478,24461,1962034
9991915,6641443,172264,5207180
9991917,4203506,46866,3317224
9991919,559399,277098,131009
9991929,819522,97319,507181
9991937,2787628,310375,1712207
9991938,1623748,210628,983402
9991941,604970,17939,476837
9991944,784788,776780,596030
9991951,1316552,147210,805484
9991954,1190350,219826,683143
9991959,3120805,33415,2440952
9991962,3360302,43528,2646456
9991966,1085702,126752,658557
9992112,1924410,168741,1226643
9992113,871293,9685,687439
9992114,2034525,21822,1611382
9992116,1755542,17583,1354315
9992118,2657134,74037,2060633
9992120,2500896,25444,1988134
9992123,464861,124802,214719
9992146,6420253,423067,4267676
9992152,4086606,300768,2755449
9992158,2384084,199649,1606522
9992159,3023790,30728,2379019
9992304,1828249,20788,1424541
9992331,1915526,38085,1507662
9992347,1819080,18657,1399357
9992503,146087,2906,111746
9992504,2003422,21271,1561723
9992512,4632835,44959,3640914
9992515,1236972,170215,719658
9992691,1316920,14519,1030726
9992696,774030,113911,440523
9992697,2839579,34991,2238676
9992705,1679725,19192,1317232
9992719,978225,12959,765676
9992721,1903938,54339,1496589
9992731,1001556,130043,602826
9992735,1519159,194342,924374
9992887,852323,9794,667602
9992888,305316,3746,234596
9992889,894846,110350,539599
9992892,289652,122403,106115
9992894,1703886,215660,1011103
9992902,519853,93322,276765
9992915,2389847,66836,1851028
9992917,312275,112195,98932
9992919,1844200,21455,1470465
9992925,3969111,281277,2611486
9993075,1125569,186988,633245
9993078,673552,140478,340140
9993086,579435,104867,319858
9993102,1251031,212018,697224
9993104,2045961,248051,1211372
9993112,2619916,200874,1727555
9993114,2553275,225931,1707823
9993265,3179204,38186,2483813
9993267,2384415,36490,1887124
9993269,2992300,294591,1828342
9993286,1486337,245520,817644
9993290,2059697,25515,1637734
9993307,2176643,22912,1715369
